timestamp,animal-id,gpsX,gpsY
3222.96,31,239.3954,100.7822
3227.98,0,422.5522,576.5503
3227.98,1,361.0282,995.7634
3227.98,2,50.81831,541.7292
3227.98,3,587.7319,151.9828
3227.98,4,835.0182,995.75
3227.98,5,933.2494,353.0628
3227.98,7,4.242193,856.6281
3227.98,8,57.11964,539.4536
3227.98,9,713.6396,399.8257
3227.98,10,223.4455,995.7501
3227.98,12,70.05525,803.8229
3227.98,13,533.2075,597.6162
3227.98,14,721.5494,608.4639
3227.98,15,399.3704,787.8857
3227.98,16,800.1694,351.0779
3227.98,17,177.9797,963.1185
3227.98,18,183.9514,405.6335
3227.98,19,998.4493,504.5999
3227.98,20,998.4499,621.505
3227.98,21,79.87333,821.371
3227.98,22,660.3901,998.4499
3227.98,23,645.6474,14.59118
3227.98,24,37.92454,340.075
3227.98,25,716.2758,317.5868
3227.98,26,593.6926,14.59166
3227.98,27,380.1469,294.0543
3227.98,28,59.10231,816.1559
3227.98,29,78.42193,825.0352
3227.98,30,239.7125,104.1451
3227.98,31,239.3954,100.7822
3233.0,0,426.2892,582.3075
3233.0,1,361.0282,995.7634
3233.0,2,50.81831,541.7292
3233.0,3,587.7319,151.9828
3233.0,4,835.0182,995.75
3233.0,5,933.2494,353.0628
3233.0,7,4.242205,856.6281
3233.0,8,57.11964,539.4536
3233.0,9,720.03,402.3545
3233.0,10,223.4455,995.7501
3233.0,12,70.05525,803.8229
3233.0,13,533.2075,597.6162
3233.0,14,721.5494,608.4639
3233.0,15,399.3704,787.8857
3233.0,16,800.1694,351.0778
3233.0,17,177.9797,963.1185
3233.0,18,183.9514,405.6335
3233.0,19,998.4493,504.5999
3233.0,20,998.4499,621.505
3233.0,21,79.87333,821.371
3233.0,22,660.3901,998.4499
3233.0,23,645.6474,14.59118
3233.0,24,37.92451,340.075
3233.0,25,709.8585,310.1107
3233.0,26,593.6926,14.59166
3233.0,27,380.1469,294.0543
3233.0,28,59.10231,816.1559
3233.0,29,78.42193,825.0352
3233.0,30,239.7125,104.1451
3233.0,31,239.3954,100.7822
3238.02,0,432.9146,584.1039
3238.02,1,361.0282,995.7634
3238.02,2,50.81831,541.7292
3238.02,3,587.7319,151.9828
3238.02,4,835.0182,995.75
3238.02,5,933.2494,353.0628
3238.02,7,4.242218,856.6281
3238.02,8,57.11964,539.4536
3238.02,9,726.8889,399.7546
3238.02,10,223.4455,995.7501
3238.02,12,70.05525,803.8229
3238.02,13,533.2075,597.6162
3238.02,14,721.5494,608.4639
3238.02,15,399.3704,787.8857
3238.02,16,800.1695,351.0778
3238.02,17,177.9798,963.1185
3238.02,18,183.9514,405.6335
3238.02,19,998.4493,504.5999
3238.02,20,998.4499,621.505
3238.02,21,79.87333,821.371
3238.02,22,660.3901,998.4499
3238.02,23,645.6474,14.59118
3238.02,24,37.92448,340.075
3238.02,25,716.6478,305.0338
3238.02,26,593.6926,14.59166
3238.02,27,380.1469,294.0543
3238.02,28,59.10231,816.1559
3238.02,29,78.42193,825.0352
3238.02,30,239.7125,104.1451
3238.02,31,239.3954,100.7822
3243.04,0,438.9885,581.0762
3243.04,1,361.0282,995.7634
3243.04,2,50.81831,541.7292
3243.04,3,587.7319,151.9828
3243.04,4,835.0182,995.75
3243.04,5,933.2494,353.0628
3243.04,7,4.24223,856.6281
3243.04,8,57.11964,539.4536
3243.04,9,730.0172,393.5964
3243.04,10,223.4455,995.7501
3243.04,12,70.05525,803.8229
3243.04,13,533.2075,597.6162
3243.04,14,721.5494,608.4639
3243.04,15,399.3704,787.8857
3243.04,16,800.1695,351.0777
3243.04,17,177.9798,963.1186
3243.04,18,183.9514,405.6335
3243.04,19,998.4493,504.5999
3243.04,20,998.4499,621.505
3243.04,21,79.87333,821.371
3243.04,22,660.3901,998.4499
3243.04,23,645.6474,14.59118
3243.04,24,37.92445,340.075
3243.04,25,720.4934,298.4681
3243.04,26,593.6926,14.59166
3243.04,27,380.1469,294.0543
3243.04,28,59.10231,816.1559
3243.04,29,78.42193,825.0352
3243.04,30,239.7125,104.1451
3243.04,31,239.3954,100.7822
3248.06,0,441.4857,574.6542
3248.06,1,361.0282,995.7634
3248.06,2,50.81831,541.7292
3248.06,3,587.7319,151.9828
3248.06,4,835.0182,995.75
3248.06,5,933.2494,353.0628
3248.06,7,4.242242,856.6281
3248.06,8,57.11964,539.4536
3248.06,9,727.9976,387.1139
3248.06,10,223.4455,995.7501
3248.06,12,70.05525,803.8229
3248.06,13,533.2075,597.6162
3248.06,14,721.5494,608.4639
3248.06,15,399.3704,787.8857
3248.06,16,800.1696,351.0777
3248.06,17,177.9798,963.1186
3248.06,18,183.9514,405.6335
3248.06,19,998.4493,504.5999
3248.06,20,998.4499,621.505
3248.06,21,79.87333,821.371
3248.06,22,660.3901,998.4499
3248.06,23,645.6474,14.59118
3248.06,24,37.92443,340.075
3248.06,25,718.6344,308.0918
3248.06,26,593.6926,14.59166
3248.06,27,380.1469,294.0543
3248.06,28,59.10231,816.1559
3248.06,29,78.42193,825.0352
3248.06,30,239.7125,104.1451
3248.06,31,239.3955,100.7822
3253.08,0,439.0062,568.2698
3253.08,1,361.0282,995.7634
3253.08,2,50.81831,541.7292
3253.08,3,587.7319,151.9828
3253.08,4,835.0182,995.75
3253.08,5,933.2494,353.0628
3253.08,7,4.242255,856.6281
3253.08,8,57.11964,539.4536
3253.08,9,722.0698,383.5983
3253.08,10,223.4455,995.7501
3253.08,12,70.05525,803.8229
3253.08,13,533.2075,597.6162
3253.08,14,721.5494,608.4639
3253.08,15,399.3704,787.8857
3253.08,16,800.1696,351.0776
3253.08,17,177.9799,963.1186
3253.08,18,183.9514,405.6335
3253.08,19,998.4493,504.5999
3253.08,20,998.4499,621.505
3253.08,21,79.87333,821.371
3253.08,22,660.3901,998.4499
3253.08,23,645.6474,14.59118
3253.08,24,37.9244,340.075
3253.08,25,716.1171,315.1094
3253.08,26,593.6926,14.59166
3253.08,27,380.1469,294.0543
3253.08,28,59.10231,816.1559
3253.08,29,78.42193,825.0352
3253.08,30,239.7125,104.1451
3253.08,31,239.3955,100.7822
3258.1,0,432.9164,565.1991
3258.1,1,361.0282,995.7634
3258.1,2,50.81831,541.7292
3258.1,3,587.7319,151.9828
3258.1,4,835.0182,995.75
3258.1,5,933.2494,353.0628
3258.1,7,4.242267,856.6281
3258.1,8,57.11964,539.4536
3258.1,9,715.3254,384.846
3258.1,10,223.4455,995.7501
3258.1,12,70.05525,803.8229
3258.1,13,533.2075,597.6162
3258.1,14,721.5494,608.4639
3258.1,15,399.3704,787.8857
3258.1,16,800.1696,351.0775
3258.1,17,177.9799,963.1187
3258.1,18,183.9514,405.6335
3258.1,19,998.4493,504.5999
3258.1,20,998.4499,621.505
3258.1,21,79.87333,821.371
3258.1,22,660.3901,998.4499
3258.1,23,645.6474,14.59118
3258.1,24,37.92437,340.075
3258.1,25,722.2457,305.4933
3258.1,26,593.6926,14.59166
3258.1,27,380.1469,294.0543
3258.1,28,59.10231,816.1559
3258.1,29,78.42193,825.0352
3258.1,30,239.7125,104.1451
3258.1,31,239.3955,100.7822
3263.12,0,426.2869,566.9035
3263.12,1,361.0282,995.7634
3263.12,2,50.81831,541.7292
3263.12,3,587.7319,151.9828
3263.12,4,835.0182,995.75
3263.12,5,933.2494,353.0628
3263.12,7,4.24228,856.6281
3263.12,8,57.11964,539.4536
3263.12,9,710.9343,390.2688
3263.12,10,223.4455,995.7501
3263.12,12,70.05525,803.8229
3263.12,13,533.2075,597.6162
3263.12,14,721.5494,608.4639
3263.12,15,399.3704,787.8857
3263.12,16,800.1696,351.0775
3263.12,17,177.98,963.1187
3263.12,18,183.9514,405.6335
3263.12,19,998.4493,504.5999
3263.12,20,998.4499,621.505
3263.12,21,79.87333,821.371
3263.12,22,660.3901,998.4499
3263.12,23,645.6474,14.59118
3263.12,24,37.92434,340.075
3263.12,25,713.8453,304.5613
3263.12,26,593.6926,14.59166
3263.12,27,380.1469,294.0543
3263.12,28,59.10231,816.1559
3263.12,29,78.42193,825.0352
3263.12,30,239.7126,104.1451
3263.12,31,239.3955,100.7822
3268.14,0,422.4932,572.6003
3268.14,1,361.0282,995.7634
3268.14,2,50.81831,541.7292
3268.14,3,587.7319,151.9828
3268.14,4,835.0182,995.75
3268.14,5,933.2494,353.0628
3268.14,7,4.242291,856.6281
3268.14,8,57.11964,539.4536
3268.14,9,711.6558,397.3182
3268.14,10,223.4455,995.7501
3268.14,12,70.05525,803.8229
3268.14,13,533.2075,597.6162
3268.14,14,721.5494,608.4639
3268.14,15,399.3703,787.8857
3268.14,16,800.1697,351.0774
3268.14,17,177.98,963.1187
3268.14,18,183.9514,405.6335
3268.14,19,998.4493,504.5999
3268.14,20,998.4499,621.505
3268.14,21,79.87333,821.371
3268.14,22,660.3901,998.4499
3268.14,23,645.6474,14.59118
3268.14,24,37.92431,340.075
3268.14,25,715.2584,312.7826
3268.14,26,593.6926,14.59166
3268.14,27,380.1469,294.0543
3268.14,28,59.10231,816.1559
3268.14,29,78.42193,825.0352
3268.14,30,239.7126,104.1451
3268.14,31,239.3955,100.7822
3273.16,0,423.3013,579.3292
3273.16,1,361.0282,995.7634
3273.16,2,50.81831,541.7292
3273.16,3,587.7319,151.9828
3273.16,4,835.0182,995.75
3273.16,5,933.2494,353.0628
3273.16,7,4.242304,856.6281
3273.16,8,57.11964,539.4536
3273.16,9,716.6672,401.8118
3273.16,10,223.4455,995.7501
3273.16,12,70.05525,803.8229
3273.16,13,533.2075,597.6162
3273.16,14,721.5494,608.4639
3273.16,15,399.3703,787.8857
3273.16,16,800.1697,351.0773
3273.16,17,177.9801,963.1187
3273.16,18,183.9514,405.6335
3273.16,19,998.4493,504.5999
3273.16,20,998.4499,621.505
3273.16,21,79.87333,821.371
3273.16,22,660.3901,998.4499
3273.16,23,645.6474,14.59119
3273.16,24,37.92428,340.075
3273.16,25,715.6077,321.7227
3273.16,26,593.6926,14.59166
3273.16,27,380.1469,294.0543
3273.16,28,59.10231,816.1559
3273.16,29,78.42193,825.0352
3273.16,30,239.7126,104.1451
3273.16,31,239.3955,100.7822
3278.18,0,428.3782,583.9905
3278.18,1,361.0282,995.7634
3278.18,2,50.81831,541.7292
3278.18,3,587.7319,151.9828
3278.18,4,835.0182,995.75
3278.18,5,933.2494,353.0628
3278.18,7,4.242316,856.6281
3278.18,8,57.11964,539.4536
3278.18,9,723.9764,401.5942
3278.18,10,223.4455,995.7501
3278.18,12,70.05525,803.8229
3278.18,13,533.2075,597.6162
3278.18,14,721.5494,608.4639
3278.18,15,399.3703,787.8857
3278.18,16,800.1697,351.0773
3278.18,17,177.9801,963.1187
3278.18,18,183.9514,405.6335
3278.18,19,998.4493,504.5999
3278.18,20,998.4499,621.505
3278.18,21,79.87333,821.371
3278.18,22,660.3901,998.4499
3278.18,23,645.6474,14.59119
3278.18,24,37.92426,340.075
3278.18,25,719.386,313.7684
3278.18,26,593.6926,14.59166
3278.18,27,380.1469,294.0543
3278.18,28,59.10231,816.1559
3278.18,29,78.42193,825.0352
3278.18,30,239.7126,104.1451
3278.18,31,239.3955,100.7822
3283.2,0,435.2252,584.0635
3283.2,1,361.0282,995.7634
3283.2,2,50.81831,541.7292
3283.2,3,587.7319,151.9828
3283.2,4,835.0182,995.75
3283.2,5,933.2494,353.0628
3283.2,7,4.242328,856.6281
3283.2,8,57.11964,539.4536
3283.2,9,728.9456,396.915
3283.2,10,223.4455,995.7501
3283.2,12,70.05525,803.8229
3283.2,13,533.2075,597.6162
3283.2,14,721.5494,608.4638
3283.2,15,399.3703,787.8857
3283.2,16,800.1697,351.0772
3283.2,17,177.9801,963.1187
3283.2,18,183.9514,405.6335
3283.2,19,998.4493,504.5999
3283.2,20,998.4499,621.505
3283.2,21,79.87333,821.371
3283.2,22,660.3901,998.4499
3283.2,23,645.6474,14.59119
3283.2,24,37.92422,340.075
3283.2,25,718.0125,305.9857
3283.2,26,593.6926,14.59166
3283.2,27,380.1469,294.0543
3283.2,28,59.10231,816.1559
3283.2,29,78.42193,825.0352
3283.2,30,239.7126,104.1451
3283.2,31,239.3955,100.7821
3288.22,0,440.3513,579.6088
3288.22,1,361.0282,995.7634
3288.22,2,50.81831,541.7292
3288.22,3,587.7319,151.9828
3288.22,4,835.0182,995.75
3288.22,5,933.2494,353.0628
3288.22,7,4.242341,856.6281
3288.22,8,57.11964,539.4536
3288.22,9,729.5787,390.0597
3288.22,10,223.4455,995.7501
3288.22,12,70.05525,803.8229
3288.22,13,533.2075,597.6162
3288.22,14,721.5494,608.4638
3288.22,15,399.3703,787.8857
3288.22,16,800.1698,351.0771
3288.22,17,177.9802,963.1187
3288.22,18,183.9514,405.6335
3288.22,19,998.4493,504.5999
3288.22,20,998.4499,621.505
3288.22,21,79.87333,821.371
3288.22,22,660.3901,998.4499
3288.22,23,645.6474,14.59119
3288.22,24,37.92419,340.075
3288.22,25,711.2973,311.45
3288.22,26,593.6926,14.59166
3288.22,27,380.1469,294.0543
3288.22,28,59.10231,816.1559
3288.22,29,78.42193,825.0352
3288.22,30,239.7126,104.1451
3288.22,31,239.3955,100.7821
3293.24,0,441.1814,572.7445
3293.24,1,361.0282,995.7635
3293.24,2,50.81831,541.7292
3293.24,3,587.7319,151.9828
3293.24,4,835.0182,995.75
3293.24,5,933.2494,353.0628
3293.24,7,4.242352,856.6281
3293.24,8,57.11964,539.4536
3293.24,9,725.3325,384.5582
3293.24,10,223.4455,995.7501
3293.24,12,70.05525,803.8229
3293.24,13,533.2075,597.6162
3293.24,14,721.5494,608.4638
3293.24,15,399.3703,787.8857
3293.24,16,800.1698,351.077
3293.24,17,177.9802,963.1187
3293.24,18,183.9514,405.6335
3293.24,19,998.4493,504.5999
3293.24,20,998.4499,621.505
3293.24,21,79.87333,821.371
3293.24,22,660.3901,998.4499
3293.24,23,645.6475,14.59119
3293.24,24,37.92416,340.075
3293.24,25,711.5502,319.7486
3293.24,26,593.6926,14.59166
3293.24,27,380.1469,294.0543
3293.24,28,59.10231,816.1559
3293.24,29,78.42193,825.0352
3293.24,30,239.7126,104.1451
3293.24,31,239.3955,100.7821
3298.26,0,437.25,567.2614
3298.26,1,361.0282,995.7635
3298.26,2,50.81831,541.7292
3298.26,3,587.7319,151.9828
3298.26,4,835.0182,995.75
3298.26,5,933.2494,353.0628
3298.26,7,4.242365,856.6281
3298.26,8,57.11964,539.4536
3298.26,9,718.6432,383.2439
3298.26,10,223.4455,995.7501
3298.26,12,70.05525,803.8229
3298.26,13,533.2075,597.6162
3298.26,14,721.5494,608.4638
3298.26,15,399.3703,787.8857
3298.26,16,800.1699,351.077
3298.26,17,177.9803,963.1187
3298.26,18,183.9514,405.6335
3298.26,19,998.4493,504.5999
3298.26,20,998.4499,621.505
3298.26,21,79.87333,821.371
3298.26,22,660.3901,998.4499
3298.26,23,645.6475,14.59119
3298.26,24,37.92414,340.0749
3298.26,25,709.7696,326.5748
3298.26,26,593.6926,14.59166
3298.26,27,380.1469,294.0543
3298.26,28,59.10231,816.1559
3298.26,29,78.42193,825.0352
3298.26,30,239.7126,104.1451
3298.26,31,239.3956,100.7821
3303.28,0,430.6078,565.7634
3303.28,1,361.0282,995.7635
3303.28,2,50.81831,541.7292
3303.28,3,587.7319,151.9828
3303.28,4,835.0182,995.75
3303.28,5,933.2494,353.0628
3303.28,7,4.242377,856.6281
3303.28,8,57.11964,539.4536
3303.28,9,712.679,386.6021
3303.28,10,223.4455,995.7501
3303.28,12,70.05525,803.8229
3303.28,13,533.2075,597.6162
3303.28,14,721.5494,608.4637
3303.28,15,399.3702,787.8857
3303.28,16,800.1699,351.0769
3303.28,17,177.9803,963.1187
3303.28,18,183.9514,405.6335
3303.28,19,998.4493,504.5999
3303.28,20,998.4499,621.505
3303.28,21,79.87333,821.371
3303.28,22,660.3901,998.4499
3303.28,23,645.6475,14.59119
3303.28,24,37.92411,340.0749
3303.28,25,714.7682,329.3089
3303.28,26,593.6926,14.59166
3303.28,27,380.1469,294.0543
3303.28,28,59.10231,816.1559
3303.28,29,78.42193,825.0352
3303.28,30,239.7126,104.1451
3303.28,31,239.3956,100.7821
3308.3,0,424.6066,569.0673
3308.3,1,361.0282,995.7635
3308.3,2,50.81831,541.7292
3308.3,3,587.7319,151.9828
3308.3,4,835.0182,995.75
3308.3,5,933.2494,353.0628
3308.3,7,4.242389,856.6281
3308.3,8,57.11964,539.4536
3308.3,9,710.6684,393.4345
3308.3,10,223.4455,995.7501
3308.3,12,70.05525,803.8229
3308.3,13,533.2075,597.6162
3308.3,14,721.5494,608.4637
3308.3,15,399.3702,787.8857
3308.3,16,800.1699,351.0768
3308.3,17,177.9804,963.1187
3308.3,18,183.9514,405.6335
3308.3,19,998.4493,504.5999
3308.3,20,998.4499,621.505
3308.3,21,79.87333,821.371
3308.3,22,660.3901,998.4499
3308.3,23,645.6475,14.59119
3308.3,24,37.92408,340.0749
3308.3,25,715.9528,323.7491
3308.3,26,593.6926,14.59166
3308.3,27,380.1469,294.0543
3308.3,28,59.10231,816.1559
3308.3,29,78.42193,825.0352
3308.3,30,239.7126,104.1451
3308.3,31,239.3956,100.7821
3313.32,0,422.3523,575.5375
3313.32,1,361.0282,995.7635
3313.32,2,50.81831,541.7292
3313.32,3,587.7319,151.9828
3313.32,4,835.0182,995.75
3313.32,5,933.2494,353.0628
3313.32,7,4.2424,856.6281
3313.32,8,57.11964,539.4536
3313.32,9,714.2022,399.3362
3313.32,10,223.4455,995.7501
3313.32,12,70.05525,803.8229
3313.32,13,533.2075,597.6162
3313.32,14,721.5494,608.4637
3313.32,15,399.3702,787.8857
3313.32,16,800.17,351.0768
3313.32,17,177.9804,963.1187
3313.32,18,183.9514,405.6335
3313.32,19,998.4493,504.5999
3313.32,20,998.4499,621.505
3313.32,21,79.87333,821.371
3313.32,22,660.3901,998.4499
3313.32,23,645.6475,14.59119
3313.32,24,37.92405,340.0749
3313.32,25,717.468,333.2019
3313.32,26,593.6926,14.59166
3313.32,27,380.1469,294.0543
3313.32,28,59.10231,816.1559
3313.32,29,78.42193,825.0352
3313.32,30,239.7126,104.1451
3313.32,31,239.3956,100.7821
3318.34,0,424.755,581.892
3318.34,1,361.0282,995.7635
3318.34,2,50.81831,541.7292
3318.34,3,587.7319,151.9828
3318.34,4,835.0182,995.75
3318.34,5,933.2494,353.0628
3318.34,7,4.242412,856.6281
3318.34,8,57.11964,539.4536
3318.34,9,720.9556,401.2921
3318.34,10,223.4455,995.7501
3318.34,12,70.05525,803.8229
3318.34,13,533.2075,597.616
3318.34,14,721.5493,608.4637
3318.34,15,399.3702,787.8857
3318.34,16,800.17,351.0767
3318.34,17,177.9805,963.1187
3318.34,18,183.9514,405.6335
3318.34,19,998.4493,504.5999
3318.34,20,998.4499,621.505
3318.34,21,79.87333,821.371
3318.34,22,660.3901,998.4499
3318.34,23,645.6475,14.59119
3318.34,24,37.92402,340.0749
3318.34,25,712.189,323.061
3318.34,26,593.6926,14.59166
3318.34,27,380.1469,294.0543
3318.34,28,59.10231,816.1559
3318.34,29,78.42193,825.0352
3318.34,30,239.7126,104.1451
3318.34,31,239.3956,100.7821
3323.36,0,430.8154,585.1414
3323.36,1,361.0282,995.7635
3323.36,2,50.81831,541.7292
3323.36,3,587.7319,151.9828
3323.36,4,835.0182,995.75
3323.36,5,933.2494,353.0628
3323.36,7,4.242424,856.6281
3323.36,8,57.11964,539.4536
3323.36,9,727.3425,398.2204
3323.36,10,223.4455,995.7501
3323.36,12,70.05525,803.8229
3323.36,13,533.2075,597.616
3323.36,14,721.5493,608.4637
3323.36,15,399.3702,787.8857
3323.36,16,800.17,351.0767
3323.36,17,177.9805,963.1187
3323.36,18,183.9514,405.6335
3323.36,19,998.4493,504.5999
3323.36,20,998.4499,621.505
3323.36,21,79.87333,821.371
3323.36,22,660.3901,998.4499
3323.36,23,645.6475,14.59119
3323.36,24,37.92399,340.0749
3323.36,25,714.9928,328.8736
3323.36,26,593.6926,14.59166
3323.36,27,380.1469,294.0543
3323.36,28,59.10231,816.1559
3323.36,29,78.42193,825.0352
3323.36,30,239.7126,104.1451
3323.36,31,239.3956,100.7821
3328.38,0,437.4442,583.5276
3328.38,1,361.0282,995.7635
3328.38,2,50.81831,541.7292
3328.38,3,587.7319,151.9828
3328.38,4,835.0182,995.75
3328.38,5,933.2494,353.0628
3328.38,7,4.242435,856.6281
3328.38,8,57.11964,539.4536
3328.38,9,729.4932,391.574
3328.38,10,223.4455,995.7501
3328.38,12,70.05525,803.8229
3328.38,13,533.2075,597.616
3328.38,14,721.5493,608.4637
3328.38,15,399.3701,787.8857
3328.38,16,800.17,351.0766
3328.38,17,177.9806,963.1187
3328.38,18,183.9514,405.6335
3328.38,19,998.4493,504.5999
3328.38,20,998.4499,621.505
3328.38,21,79.87333,821.371
3328.38,22,660.3901,998.4499
3328.38,23,645.6475,14.59119
3328.38,24,37.92396,340.0749
3328.38,25,708.6586,331.9608
3328.38,26,593.6926,14.59166
3328.38,27,380.1469,294.0543
3328.38,28,59.10231,816.1559
3328.38,29,78.42193,825.0352
3328.38,30,239.7126,104.1451
3328.38,31,239.3956,100.7821
3333.4,0,441.3525,577.9041
3333.4,1,361.0282,995.7635
3333.4,2,50.81831,541.7292
3333.4,3,587.7319,151.9828
3333.4,4,835.0182,995.75
3333.4,5,933.2494,353.0628
3333.4,7,4.242446,856.6281
3333.4,8,57.11964,539.4536
3333.4,9,726.2822,385.5365
3333.4,10,223.4455,995.7501
3333.4,12,70.05525,803.8229
3333.4,13,533.2075,597.616
3333.4,14,721.5493,608.4637
3333.4,15,399.3701,787.8857
3333.4,16,800.1701,351.0765
3333.4,17,177.9806,963.1187
3333.4,18,183.9514,405.6335
3333.4,19,998.4493,504.5999
3333.4,20,998.4499,621.505
3333.4,21,79.87333,821.371
3333.4,22,660.3901,998.4499
3333.4,23,645.6475,14.59119
3333.4,24,37.92393,340.0749
3333.4,25,714.0354,326.7896
3333.4,26,593.6926,14.59166
3333.4,27,380.1469,294.0543
3333.4,28,59.10231,816.1559
3333.4,29,78.42193,825.0352
3333.4,30,239.7127,104.1451
3333.4,31,239.3956,100.7821
3338.42,0,440.5406,571.1064
3338.42,1,361.0282,995.7635
3338.42,2,50.81831,541.7292
3338.42,3,587.7319,151.9828
3338.42,4,835.0182,995.75
3338.42,5,933.2494,353.0628
3338.42,7,4.242459,856.6281
3338.42,8,57.11964,539.4536
3338.42,9,719.8599,383.0746
3338.42,10,223.4455,995.7501
3338.42,12,70.05525,803.8229
3338.42,13,533.2075,597.616
3338.42,14,721.5493,608.4637
3338.42,15,399.3701,787.8857
3338.42,16,800.1701,351.0764
3338.42,17,177.9806,963.1188
3338.42,18,183.9514,405.6335
3338.42,19,998.4493,504.5999
3338.42,20,998.4499,621.505
3338.42,21,79.87333,821.371
3338.42,22,660.3901,998.4499
3338.42,23,645.6475,14.59119
3338.42,24,37.9239,340.0748
3338.42,25,708.3798,319.4686
3338.42,26,593.6926,14.59166
3338.42,27,380.1469,294.0543
3338.42,28,59.10231,816.1559
3338.42,29,78.42193,825.0352
3338.42,30,239.7127,104.1451
3338.42,31,239.3956,100.7821
3343.44,0,435.3481,566.7424
3343.44,1,361.0282,995.7635
3343.44,2,50.81831,541.7292
3343.44,3,587.7319,151.9828
3343.44,4,835.0182,995.75
3343.44,5,933.2494,353.0628
3343.44,7,4.24247,856.6281
3343.44,8,57.11964,539.4536
3343.44,9,713.5157,385.5315
3343.44,10,223.4455,995.7501
3343.44,12,70.05525,803.8229
3343.44,13,533.2075,597.616
3343.44,14,721.5493,608.4637
3343.44,15,399.3701,787.8857
3343.44,16,800.1702,351.0764
3343.44,17,177.9807,963.1188
3343.44,18,183.9514,405.6335
3343.44,19,998.4493,504.5999
3343.44,20,998.4499,621.505
3343.44,21,79.87333,821.371
3343.44,22,660.3901,998.4499
3343.44,23,645.6475,14.59119
3343.44,24,37.92387,340.0748
3343.44,25,712.5032,327.0082
3343.44,26,593.6926,14.59166
3343.44,27,380.1469,294.0543
3343.44,28,59.10231,816.1559
3343.44,29,78.42193,825.0352
3343.44,30,239.7127,104.1451
3343.44,31,239.3956,100.7821
3348.46,0,428.5278,566.892
3348.46,1,361.0282,995.7635
3348.46,2,50.81831,541.7292
3348.46,3,587.7319,151.9828
3348.46,4,835.0182,995.75
3348.46,5,933.2494,353.0628
3348.46,7,4.242482,856.6281
3348.46,8,57.11964,539.4536
3348.46,9,710.2327,391.7112
3348.46,10,223.4455,995.7501
3348.46,12,70.05525,803.8229
3348.46,13,533.2075,597.616
3348.46,14,721.5493,608.4636
3348.46,15,399.3701,787.8857
3348.46,16,800.1702,351.0763
3348.46,17,177.9807,963.1188
3348.46,18,183.9514,405.6335
3348.46,19,998.4493,504.5999
3348.46,20,998.4499,621.505
3348.46,21,79.87333,821.371
3348.46,22,660.3901,998.4499
3348.46,23,645.6475,14.59119
3348.46,24,37.92384,340.0748
3348.46,25,716.9948,325.8794
3348.46,26,593.6926,14.59166
3348.46,27,380.1469,294.0543
3348.46,28,59.10231,816.1559
3348.46,29,78.42193,825.0352
3348.46,30,239.7127,104.1451
3348.46,31,239.3956,100.7821
3353.48,0,423.4885,571.5403
3353.48,1,361.0282,995.7635
3353.48,2,50.81831,541.7292
3353.48,3,587.7319,151.9828
3353.48,4,835.0182,995.75
3353.48,5,933.2494,353.0628
3353.48,7,4.242494,856.6281
3353.48,8,57.11964,539.4536
3353.48,9,711.8881,398.3978
3353.48,10,223.4455,995.7501
3353.48,12,70.05525,803.8229
3353.48,13,533.2075,597.616
3353.48,14,721.5493,608.4636
3353.48,15,399.3701,787.8857
3353.48,16,800.1703,351.0763
3353.48,17,177.9808,963.1188
3353.48,18,183.9513,405.6336
3353.48,19,998.4493,504.5999
3353.48,20,998.4499,621.505
3353.48,21,79.87333,821.371
3353.48,22,660.3901,998.4499
3353.48,23,645.6475,14.59119
3353.48,24,37.92381,340.0748
3353.48,25,715.0825,323.0091
3353.48,26,593.6926,14.59166
3353.48,27,380.1469,294.0543
3353.48,28,59.10231,816.1559
3353.48,29,78.42193,825.0352
3353.48,30,239.7127,104.1451
3353.48,31,239.3956,100.7821
3358.5,0,422.7966,578.312
3358.5,1,361.0282,995.7635
3358.5,2,50.81831,541.7292
3358.5,3,587.7319,151.9828
3358.5,4,835.0182,995.75
3358.5,5,933.2494,353.0628
3358.5,7,4.242505,856.6281
3358.5,8,57.11964,539.4536
3358.5,9,717.4708,402.1543
3358.5,10,223.4455,995.7501
3358.5,12,70.05525,803.8229
3358.5,13,533.2075,597.616
3358.5,14,721.5493,608.4636
3358.5,15,399.3701,787.8857
3358.5,16,800.1703,351.0762
3358.5,17,177.9808,963.1188
3358.5,18,183.9513,405.6336
3358.5,19,998.4493,504.5999
3358.5,20,998.4499,621.505
3358.5,21,79.87333,821.371
3358.5,22,660.3901,998.4499
3358.5,23,645.6475,14.59119
3358.5,24,37.92378,340.0748
3358.5,25,714.1352,331.3926
3358.5,26,593.6926,14.59166
3358.5,27,380.1469,294.0543
3358.5,28,59.10231,816.1559
3358.5,29,78.42193,825.0352
3358.5,30,239.7127,104.1451
3358.5,31,239.3956,100.7821
3363.52,0,426.6488,583.9734
3363.52,1,361.0282,995.7635
3363.52,2,50.81831,541.7292
3363.52,3,587.7319,151.9828
3363.52,4,835.0182,995.75
3363.52,5,933.2494,353.0628
3363.52,7,4.242516,856.6281
3363.52,8,57.11964,539.4536
3363.52,9,724.6013,401.0176
3363.52,10,223.4455,995.7501
3363.52,12,70.05525,803.8229
3363.52,13,533.2075,597.616
3363.52,14,721.5493,608.4636
3363.52,15,399.3701,787.8857
3363.52,16,800.1703,351.0761
3363.52,17,177.9809,963.1188
3363.52,18,183.9513,405.6336
3363.52,19,998.4493,504.5999
3363.52,20,998.4499,621.505
